Id,Followers,Following,Retweet Count,is_retweet,is_mention,Betweenness,Degree,Closeness,Influence Score
IvailoIzvorski,788.0,786.0,0.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6805.582016329051
JPLindsley,688.0,1235.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6791.474311329051
ZazuFFS,675.0,1286.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,6778.230407329051
Farm_84,526.0,1926.0,65.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6713.62044032905
brain_mindful,298.0,2943.0,91.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6671.5904403290515
DustyMcCrusty,718.0,983.0,104.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6616.224025329051
iron_institute_,244.0,3134.0,18.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6582.80879232905
Nonsumdignus_5,608.0,1381.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,6450.305535870224
Billy9978,177.0,3348.0,104.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,6440.682296627865
drogue7,748.0,715.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,6411.971291329051
klaaathu,350.0,2507.0,20.25,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6363.944443829051
Faulken87094189,735.0,720.0,66.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,6328.856013870223
Diegotx3000,209.0,3089.0,73.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6266.030592329051
AlenaPosh1,625.0,1166.0,50.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6238.854457329051
Muziek_Valerius,635.0,1117.0,0.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6232.900492329051
TimoLempiainen,827.0,206.0,55.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6185.38074632905
ChristopherZuby,608.0,1191.0,241.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,6160.876357870224
dczd23,466.0,1786.0,2.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6070.059362329051
tejassuthar,465.0,1781.0,41.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6056.019788329051
cosmila_2020,405.0,2031.0,542.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,6027.714304329051
MutzNutzkova,615.0,1014.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,5931.594667329051
icaromagnus,192.0,2944.0,3.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,5919.555836870223
inishie5960,594.0,1058.0,83.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,5852.466261627866
jamiemcintyre21,773.0,237.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5849.260526329051
AjBaalman,595.0,1046.0,19.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5839.676341329051
Brad365,619.0,897.0,8.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,5778.993392870223
BannClaudia,562.0,1128.0,53.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5733.271146329052
andyjak967,602.0,892.0,83.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5652.208666329051
FUIndividual1,477.0,1465.0,13.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,5651.341556870223
CenewsHuangpin,313.0,2149.0,97.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5548.851668329052
dkmishra383,305.0,2137.0,40.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5472.375742329051
cmessliving,624.0,667.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,5458.215519329051
BuzzRickson439,603.0,740.0,0.0,0.0,0.5,0.0,0.0009881422924901185,0.0009881422924901185,5422.2926813290505
kyberskeble,202.0,2558.0,1010.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5413.378438329051
LPNPAC,644.0,474.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5301.287810329051
KySwaid,402.0,1562.0,21.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,5269.753384870222
BlindJustitia,630.0,493.0,5.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5231.4920373290515
Richard24856748,494.0,1039.0,110.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5114.369149329051
dragonfire55555,676.0,198.0,21.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5101.357326329051
GlobalDefCorp,651.0,311.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5098.564250329051
deirtagge,379.0,1554.0,20.25,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5094.22922582905
Bruh11432599,520.0,908.0,1.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,5093.743668870224
GUCCI8N,210.0,2303.0,105.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5056.9343003290505
TheRoses2022,689.0,106.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,5050.699609329051
Amitochondrio,549.0,711.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4994.432710329051
musician_as,283.0,1869.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4900.6394803290505
Mariusz_w36,638.0,234.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4887.156506329051
Dream97On,561.0,574.0,344.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4874.42166932905
rabbelahmed,34.0,2963.0,770.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,4843.993869870223
agnesella2,396.0,1314.0,27.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4843.3783423290515
AimieeMobley,391.0,1317.0,5.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4812.113730329051
chrismokom,520.0,722.0,253.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,4810.9140308702235
LastOutlaw1993,469.0,913.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4740.102116329051
szavannasa,365.0,1359.0,0.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4692.634892329052
dekentro,376.0,1291.0,230.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4670.055155329051
Lyzbeth125,153.0,2302.0,155.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4652.132571329051
Bevyloveschows,387.0,1227.0,7.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4644.45130032905
artur_khalilow,449.0,911.0,246.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4599.819180329051
MasderMawtouk,575.0,326.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4582.772307329051
Radheshyam_k07,477.0,746.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,4538.299495870223
lancecardiac,402.0,983.0,6910.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,4513.535233870223
KabalexChild,417.0,986.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4483.972313329051
eimmat2,433.0,845.0,7.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4379.301568329051
antalsma,299.0,1384.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4263.430543329051
RepublicAlien,168.0,1969.0,20.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,4240.238191987861
MJMcCune,426.0,771.0,19.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4215.336199329051
Protest_when,590.0,19.0,58.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4215.053185329051
atulchaudhary,527.0,234.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,4099.932329329051
ajit4g1,275.0,1322.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,3997.0467873290513
CarrieSiemek,508.0,253.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3994.593707329051
1i5t3n3r,427.0,536.0,50.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3859.2427933290514
EduardoNievesS3,447.0,442.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3854.565129329051
cookmonika2022,272.0,1238.0,95.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3847.657758329052
sonyachnik,458.0,380.0,21.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3837.001662329051
Jatmiko69822139,131.0,1862.0,770.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,3827.4276358702236
lindabrown7777,300.0,1061.0,290.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3776.1859973290516
jessecox1953,308.0,981.0,195.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3707.139071329051
csarachaga,168.0,1556.0,3007.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,3661.62367898786
JeanieScovell,312.0,924.0,71.33333333333333,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3644.7472863290513
willthiel,446.0,291.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3613.864199329051
aniledodie,403.0,475.0,8.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3593.7357743290518
au0481810206,101.0,1857.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0017786561264822131,3591.252939627866
VoyagerUSN1977,435.0,242.0,10.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3460.0097273290517
fuckingworld23,276.0,969.0,50.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,3458.6585858702238
Sisi33290,357.0,596.0,11.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,3454.8790098702243
KaljuLaid,409.0,337.0,838.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3439.5313223290514
LenrThinking,203.0,1242.0,60.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3363.7700513290515
trident410,234.0,1092.0,78.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3351.7842853290513
nojaydenx,404.0,309.0,0.5,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3343.6817423290513
Atulsainiarya,439.0,145.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3338.3502863290514
manojsingh_kush,183.0,1290.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3295.3607533290515
KapmanAyn,297.0,720.0,164.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3224.4246673290513
AnnemarieCorne3,282.0,781.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3209.161329329051
VISHALK87158456,273.0,793.0,6.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3164.0102823290517
bapt_dre,114.0,1511.0,36.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3148.5213653290516
Zap0rozhets,291.0,693.0,16.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3137.0595163290513
KeyvanMartin,337.0,468.0,406.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3122.9050593290513
MARTIN91559117,226.0,971.0,304.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3112.3072093290516
Voevoda_BY,411.0,113.0,223.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3094.4163983290514
DiogenesDCynic,249.0,821.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,3037.0215143290516
TS35581556,43.0,1749.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,3012.7182628702235
breezyshade007,198.0,1023.0,78.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2989.6390423290513
ASIANMARUBOZU,371.0,193.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2930.0399203290513
jairbrenis,280.0,599.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2913.2125333290514
slate11,217.0,886.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2910.7795973290517
ATI69454066,287.0,557.0,53.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2898.894986870224
RBellitzia,145.0,1198.0,12.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2883.3216293290516
mlpTTCCD,219.0,817.0,74.66666666666667,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2819.580192870224
europeanMedia24,319.0,334.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2779.5305393290514
shortsvslongs,101.0,1330.0,93.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,2777.267432627866
CassandraMakhno,293.0,412.0,258.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2721.1464523290515
youbic6869,257.0,563.0,27.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2694.8861308702235
BishnoiTe,281.0,406.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2621.837367870224
gabepaps2,182.0,844.0,3.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2597.5064863290513
smaxwellsmith,96.0,1223.0,56.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2575.3983713290513
klebebrasil,208.0,710.0,8.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2574.5550643290517
Amitjha58441242,91.0,1241.0,6.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2566.7863963290515
manish_0483,106.0,1164.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2554.0238943290515
Prashantchau18,177.0,832.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,2543.591446627866
sconnors1969,126.0,1059.0,2.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2533.171977870224
TBreitenba,179.0,798.0,19.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2505.340933870224
SMI_Karak,257.0,343.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2353.824072870224
jeff64314143,307.0,64.0,96.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2278.3743893290516
Watt_Ever_008,215.0,479.0,97.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2268.3881043290517
TIndoila,19.0,1357.0,298.0,1.0,0.0,0.0,0.0009881422924901185,0.0032339202299676603,2241.674588746137
piratJa,266.0,219.0,19.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2225.9877593290516
ravisha99362373,116.0,904.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,2222.3270036278655
GONZALO_0381,192.0,538.0,62.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2195.895320870224
2824Bear,276.0,142.0,21.5,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2177.754539870224
nabodbabau,92.0,982.0,25.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2173.2931183290516
Shashan20797894,154.0,683.0,5.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2149.710019329051
jaybor2002,161.0,626.0,59.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2112.2200923290516
sundar_laxkar,222.0,325.0,2.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2077.6854153290515
ZlayaSabrina,250.0,190.0,50.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2068.2453023290514
FuckPutinBot,287.0,14.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2057.168483870224
OncleSam75,26.0,1201.0,22.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2044.1866873290512
Smiti96332878,173.0,524.0,31.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2038.8461103290513
AfterfuturKing,281.0,12.0,114.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,2013.837859870224
F1542856198,76.0,946.0,72.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2005.0391123290512
thelema_boy_,218.0,296.0,16.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,2004.7045923290514
dwgibson2000,137.0,664.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0013175230566534913,1999.625283870224
conservative108,216.0,298.0,60.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1994.511540329051
tm8093,219.0,271.0,97.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1974.741956870224
sonutha11335937,126.0,690.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1961.8824368702242
profwx,242.0,143.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1937.7263733290513
seswae2,44.0,1024.0,770.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1913.0433343290513
MichelleN1313,175.0,411.0,19.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1877.8348563290513
stopcoalexports,204.0,257.0,1.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,1844.7292553290513
Annuieth,135.0,562.0,164.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1830.865631870224
djgoodlook,205.0,233.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1814.9913643290513
GeorgianP1,61.0,890.0,24.666666666666668,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1810.995913870224
viresethonestas,199.0,247.0,501.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1803.9592403290515
rattrayclark,159.0,414.0,406.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1776.8765353290512
adhdchroniclez,129.0,552.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1769.676693870224
DKStoneman,176.0,336.0,7.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1768.5713723290512
Dockryzhan1,129.0,543.0,10.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1755.763644870224
johnnyh92539958,166.0,371.0,0.0,0.0,0.5,0.0,0.0009881422924901185,0.0009881422924901185,1751.6914453290512
RenManProd,168.0,351.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,1734.99786598786
margoshka333,103.0,647.0,50.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1733.1850663290513
StitzelTeresa,140.0,454.0,30.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1696.3990723290515
UmarNaik007,71.0,769.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1694.0902208702241
SibaSergio,164.0,338.0,30.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1687.0281243290515
baranodocke1,116.0,556.0,62.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1684.7491316278656
Akire2Janse,168.0,296.0,4.5,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,1649.85951398786
MikoMleczak,109.0,550.0,101.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1626.6054353290515
sandhuajitgarh,196.0,144.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1613.3749323290515
ficiz,171.0,244.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1590.6186093290514
MartinaStoll5,172.0,205.0,205.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1541.4224033290513
Seahawk3934,163.0,246.0,116.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1539.265500329051
JoshGoodwin15,177.0,182.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1537.1075826278657
jl_jlgh,80.0,613.0,52.333333333333336,0.6666666666666666,0.3333333333333333,0.0,0.0009881422924901185,0.001778656126482213,1517.4747406278657
Granitberget,70.0,639.0,48.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1486.7134653290511
superGHO,27.0,830.0,304.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1482.6510473290514
Nicolasriveragz,86.0,558.0,97.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1475.7865523290511
TatMakhankova,34.0,765.0,1578.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1457.588747870224
AronDark,80.0,561.0,130.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1438.5508866278656
lou_lezy,116.0,397.0,30.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1437.9414146278657
jochenkrause,67.0,609.0,10.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1418.2209976278655
nohouzecalls,179.0,73.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1382.725098870224
singh_manish09,63.0,595.0,9.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,1368.15865098786
KanganaQueen111,80.0,515.0,8.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,1364.8535446278654
JDP641669,104.0,389.0,100.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1341.8706693290512
UNCLE_AKA,75.0,493.0,680.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1309.003892870224
JakeSeattleX19,67.0,528.0,136.33333333333334,1.0,0.0,0.0,0.0009881422924901185,0.001778656126482213,1295.3908206278657
jisecu,71.0,502.0,16.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1281.0583718702242
xlr8mpls,151.0,135.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,1279.9424703290513
saralbharatnews,137.0,192.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1268.896123870224
kampfhex,105.0,308.0,4.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1221.6091913290513
Crusader4Justi1,113.0,265.0,142.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1214.5846183290514
darwinplus,124.0,215.0,62.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1213.5644113290512
CornishMiner186,131.0,170.0,321.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1198.814021870224
RobertsonKI,81.0,395.0,0.0,0.0,1.0,0.0,0.0009881422924901185,0.0009881422924901185,1186.0022603290513
pradeepgawle,36.0,600.0,41.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1185.055956870224
SueAnaz,135.0,140.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1174.207477870224
FunkyNetta,99.0,258.0,83.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1103.2559378702242
PartisanJP,62.0,416.0,60.5,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1084.9908813290513
lon_tales,87.0,298.0,6.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1078.507979870224
UKRAINEDOGSCAR1,33.0,542.0,21.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,1073.579167870224
AliyashAlia,125.0,110.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1056.8389773290512
MickRhythm,50.0,440.0,20.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,1036.2150723290513
ThinkTa17346554,98.0,190.0,89.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,991.0102603290514
goswamig10,31.0,487.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,973.84176698786
Khazarjude,117.0,81.0,250.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,960.2906383290515
GKitty50,31.0,474.0,63.54545454545455,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,954.9883018060417
usmankllc,130.0,13.0,1.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,942.1497533290515
integritas007,63.0,311.0,158.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,931.5141849878601
BhaveshKrMandal,31.0,416.0,10.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,864.1058759878599
tommyT2T23,65.0,254.0,195.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,858.2031873290515
Lovethy06301783,100.0,95.0,2.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,856.3500193290514
StefVanDerWitz,99.0,94.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,847.669799870224
USAinUkraine,107.0,56.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,845.5976793290515
dk116435,57.0,284.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,844.29145598786
WalpadT,47.0,328.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,841.16180998786
karenchke,69.0,225.0,55.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,838.8274243290514
JiriCZE,67.0,233.0,43.0,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,836.7861356278656
clauden48363105,66.0,233.0,243.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,833.7608333290515
cr855prv441,6.0,508.0,207.0,1.0,0.0,0.0,0.0009881422924901185,0.0027448397013614405,833.2383318819719
hh_francesco,57.0,275.0,36.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,830.74463498786
mfaulstone,63.0,243.0,10.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,823.2284369878599
Manan48176326,63.0,237.0,158.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,816.95071498786
darealshadow,101.0,60.0,111.25,1.0,0.0,0.0,0.0009881422924901185,0.0017786561264822131,811.4818971278656
Fadby2,38.0,337.0,114.0,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,793.56366598786
HiHikeep4,33.0,354.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,782.098761870224
JogenderSingh70,19.0,417.0,17.0,1.0,0.0,0.0,0.0009881422924901185,0.0032339202299676603,780.6916627461372
fgHUPvPcM4TjCbA,47.0,286.0,78.5,1.0,0.0,0.0,0.0009881422924901185,0.002258610954263128,777.71611498786
NikkhahTourage,90.0,87.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,773.0011573290515
June4th3,83.0,119.0,2.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,772.9367583290515
alexandrustark,18.0,415.0,16.0,1.0,0.0,0.0,0.0009881422924901185,0.0027448397013614405,770.481346881972
aysa_2022,93.0,60.0,6.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,752.5999273290515
JessecaW1,87.0,82.0,1.0,1.0,0.0,0.0,0.0009881422924901185,0.0013175230566534913,744.0047698702241
chance4phun,49.0,248.0,195.0,1.0,0.0,0.0,0.0009881422924901185,0.0009881422924901185,735.4375693290515
