,Id1,Id2,Interaction
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7845,JeanieScovell,KlausRmer5,RT
7845,JeanieScovell,EmbassyofRussia,RT
7845,JeanieScovell,mfa_russia,RT
7845,JeanieScovell,PMSimferopol,RT
7845,JeanieScovell,RussianEmbassy,RT
7845,JeanieScovell,RusMission_EU,RT
7845,JeanieScovell,wavetossed,RT
7845,JeanieScovell,instofeu,RT
7845,JeanieScovell,RusConsCapetown,RT
7845,JeanieScovell,SABCNews,RT
7846,2824Bear,LawrenceSellin,RT
7847,JeanieScovell,RMagnusholm,RT
7847,JeanieScovell,Elguezame2,RT
7847,JeanieScovell,nexta_tv,RT
7847,JeanieScovell,RMagnusholm,RT
7847,JeanieScovell,Elguezame2,RT
7847,JeanieScovell,nexta_tv,RT
7847,JeanieScovell,RMagnusholm,RT
7847,JeanieScovell,Elguezame2,RT
7847,JeanieScovell,nexta_tv,RT
7848,_Alaska_Nina,NEISION_,RT
7849,JeanieScovell,Ceoff88,RT
7850,smaxwellsmith,RohozinskiJ,RT
7851,Nonejm16,lila3571,RT
7853,jyukaku0,Ceoff88,RT
7854,gabepaps2,KateGoesTech,RT
7854,gabepaps2,SlavaUk30722777,RT
7854,gabepaps2,KateGoesTech,RT
7854,gabepaps2,SlavaUk30722777,RT
7855,xlr8mpls,innova_center,Mention
7856,Nonejm16,KorsasErik,RT
7857,PatuMarius,mosja2003,RT
7858,Nonejm16,RMagnusholm,RT
7858,Nonejm16,Elguezame2,RT
7858,Nonejm16,nexta_tv,RT
7858,Nonejm16,RMagnusholm,RT
7858,Nonejm16,Elguezame2,RT
7858,Nonejm16,nexta_tv,RT
7858,Nonejm16,RMagnusholm,RT
7858,Nonejm16,Elguezame2,RT
7858,Nonejm16,nexta_tv,RT
7861,EthicsSense,BielskaOlya,RT
7862,Nonejm16,Ceoff88,RT
7863,JustmeAnybody,DenisDanilovL,RT
7864,Akire2Janse,RobEld75,RT
7864,Akire2Janse,iocmedia,RT
7864,Akire2Janse,Ninecomau,RT
7864,Akire2Janse,Olympics,RT
7864,Akire2Janse,RobEld75,RT
7864,Akire2Janse,iocmedia,RT
7864,Akire2Janse,Ninecomau,RT
7864,Akire2Janse,Olympics,RT
7864,Akire2Janse,RobEld75,RT
7864,Akire2Janse,iocmedia,RT
7864,Akire2Janse,Ninecomau,RT
7864,Akire2Janse,Olympics,RT
7864,Akire2Janse,RobEld75,RT
7864,Akire2Janse,iocmedia,RT
7864,Akire2Janse,Ninecomau,RT
7864,Akire2Janse,Olympics,RT
7865,CalvinSquires,Ceoff88,RT
7866,iron_institute_,dave_bianchi80,RT
7867,DoubleONAFO,Scot_Proud1,RT
7868,RepublicAlien,ukemonde,RT
7868,RepublicAlien,jacksonhinklle,RT
7868,RepublicAlien,McFaul,RT
7868,RepublicAlien,ukemonde,RT
7868,RepublicAlien,jacksonhinklle,RT
7868,RepublicAlien,McFaul,RT
7868,RepublicAlien,ukemonde,RT
7868,RepublicAlien,jacksonhinklle,RT
7868,RepublicAlien,McFaul,RT
7870,MaximGromkij,moveebuff1953,Mention
7871,shortsvslongs,TimGravett,RT
7872,shortsvslongs,Ceoff88,RT
7874,deweyjaci76,CheburekiMan,Mention
7874,deweyjaci76,RepMoskowitz,Mention
7874,deweyjaci76,CheburekiMan,Mention
7874,deweyjaci76,RepMoskowitz,Mention
7875,DanaSG4,Aries10032002,RT
7876,AronDark,Ceoff88,RT
7878,jumasteve,TimGravett,RT
7879,jl_jlgh,andrey_gongora4,Mention
7879,jl_jlgh,Alerta_News_,Mention
7879,jl_jlgh,andrey_gongora4,Mention
7879,jl_jlgh,Alerta_News_,Mention
7880,kelvinchaloh97,Flingan67,RT
7881,kelvinchaloh97,TradersAbacus,RT
7882,aysa_2022,HerryNapit,RT
7883,kelvinchaloh97,ukemonde,RT
7883,kelvinchaloh97,jacksonhinklle,RT
7883,kelvinchaloh97,McFaul,RT
7883,kelvinchaloh97,ukemonde,RT
7883,kelvinchaloh97,jacksonhinklle,RT
7883,kelvinchaloh97,McFaul,RT
7883,kelvinchaloh97,ukemonde,RT
7883,kelvinchaloh97,jacksonhinklle,RT
7883,kelvinchaloh97,McFaul,RT
7884,kelvinchaloh97,KlausRmer5,RT
7884,kelvinchaloh97,FredyFrettchen,RT
7884,kelvinchaloh97,KlausRmer5,RT
7884,kelvinchaloh97,FredyFrettchen,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7887,kelvinchaloh97,KlausRmer5,RT
7887,kelvinchaloh97,EmbassyofRussia,RT
7887,kelvinchaloh97,mfa_russia,RT
7887,kelvinchaloh97,PMSimferopol,RT
7887,kelvinchaloh97,RussianEmbassy,RT
7887,kelvinchaloh97,RusMission_EU,RT
7887,kelvinchaloh97,wavetossed,RT
7887,kelvinchaloh97,instofeu,RT
7887,kelvinchaloh97,RusConsCapetown,RT
7887,kelvinchaloh97,SABCNews,RT
7889,kelvinchaloh97,TimGravett,RT
7890,johnanewquist,TimGravett,RT
7891,brain_mindful,TimGravett,RT
7892,Irina19388547,War2022ua,RT
7893,LSUSA83,ProgPolAdvisor,RT
7894,brain_mindful,Ceoff88,RT
7895,kelvinchaloh97,Ceoff88,RT
7896,lou_lezy,AnonOpsSE,RT
7897,HillBeverlyhill,KlausRmer5,RT
7897,HillBeverlyhill,FredyFrettchen,RT
7897,HillBeverlyhill,KlausRmer5,RT
7897,HillBeverlyhill,FredyFrettchen,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7898,HillBeverlyhill,KlausRmer5,RT
7898,HillBeverlyhill,EmbassyofRussia,RT
7898,HillBeverlyhill,mfa_russia,RT
7898,HillBeverlyhill,PMSimferopol,RT
7898,HillBeverlyhill,RussianEmbassy,RT
7898,HillBeverlyhill,RusMission_EU,RT
7898,HillBeverlyhill,wavetossed,RT
7898,HillBeverlyhill,instofeu,RT
7898,HillBeverlyhill,RusConsCapetown,RT
7898,HillBeverlyhill,SABCNews,RT
7899,HillBeverlyhill,ukemonde,RT
7899,HillBeverlyhill,jacksonhinklle,RT
7899,HillBeverlyhill,McFaul,RT
7899,HillBeverlyhill,ukemonde,RT
7899,HillBeverlyhill,jacksonhinklle,RT
7899,HillBeverlyhill,McFaul,RT
7899,HillBeverlyhill,ukemonde,RT
7899,HillBeverlyhill,jacksonhinklle,RT
7899,HillBeverlyhill,McFaul,RT
7900,SmBMSUBronco,Ceoff88,RT
7901,Athoel_games,NASA,Mention
7901,Athoel_games,Space_Station,Mention
7901,Athoel_games,NASA,Mention
7901,Athoel_games,Space_Station,Mention
7902,HillBeverlyhill,Ceoff88,RT
7903,GUCCI8N,UkraineEugenia,RT
7905,mlpTTCCD,TimGravett,RT
7906,mlpTTCCD,KlausRmer5,RT
7906,mlpTTCCD,FredyFrettchen,RT
7906,mlpTTCCD,KlausRmer5,RT
7906,mlpTTCCD,FredyFrettchen,RT
7907,TeresaKAlley,PapaPeachesXcq,RT
7908,mlpTTCCD,Ceoff88,RT
7909,BuzzRickson439,stephan_mtorg,Mention
7909,BuzzRickson439,OregonLP,Mention
7909,BuzzRickson439,RageAgainstWar_,Mention
7909,BuzzRickson439,stephan_mtorg,Mention
7909,BuzzRickson439,OregonLP,Mention
7909,BuzzRickson439,RageAgainstWar_,Mention
7909,BuzzRickson439,stephan_mtorg,Mention
7909,BuzzRickson439,OregonLP,Mention
7909,BuzzRickson439,RageAgainstWar_,Mention
7910,GKitty50,tachikoma_h,RT
7911,GKitty50,TimGravett,RT
7912,GKitty50,TradersAbacus,RT
7913,GKitty50,RMagnusholm,RT
7913,GKitty50,Elguezame2,RT
7913,GKitty50,nexta_tv,RT
7913,GKitty50,RMagnusholm,RT
7913,GKitty50,Elguezame2,RT
7913,GKitty50,nexta_tv,RT
7913,GKitty50,RMagnusholm,RT
7913,GKitty50,Elguezame2,RT
7913,GKitty50,nexta_tv,RT
7914,GKitty50,KorsasErik,RT
7915,GKitty50,KorsasErik,RT
7916,GKitty50,TradersAbacus,RT
7917,GKitty50,ukemonde,RT
7917,GKitty50,jacksonhinklle,RT
7917,GKitty50,McFaul,RT
7917,GKitty50,ukemonde,RT
7917,GKitty50,jacksonhinklle,RT
7917,GKitty50,McFaul,RT
7917,GKitty50,ukemonde,RT
7917,GKitty50,jacksonhinklle,RT
7917,GKitty50,McFaul,RT
7919,GKitty50,KlausRmer5,RT
7919,GKitty50,FredyFrettchen,RT
7919,GKitty50,KlausRmer5,RT
7919,GKitty50,FredyFrettchen,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7920,GKitty50,KlausRmer5,RT
7920,GKitty50,EmbassyofRussia,RT
7920,GKitty50,mfa_russia,RT
7920,GKitty50,PMSimferopol,RT
7920,GKitty50,RussianEmbassy,RT
7920,GKitty50,RusMission_EU,RT
7920,GKitty50,wavetossed,RT
7920,GKitty50,instofeu,RT
7920,GKitty50,RusConsCapetown,RT
7920,GKitty50,SABCNews,RT
7921,GKitty50,Ceoff88,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7922,janrostowski,KlausRmer5,RT
7922,janrostowski,EmbassyofRussia,RT
7922,janrostowski,mfa_russia,RT
7922,janrostowski,PMSimferopol,RT
7922,janrostowski,RussianEmbassy,RT
7922,janrostowski,RusMission_EU,RT
7922,janrostowski,wavetossed,RT
7922,janrostowski,instofeu,RT
7922,janrostowski,RusConsCapetown,RT
7922,janrostowski,SABCNews,RT
7923,TheHardMan21,KorsasErik,RT
7924,janrostowski,TimGravett,RT
7926,janrostowski,Ceoff88,RT
7927,nohouzecalls,TimGravett,RT
7928,PJKathmandu,missOlga1201,RT
7929,PJKathmandu,KorsasErik,RT
7930,PJKathmandu,KlausRmer5,RT
7930,PJKathmandu,FredyFrettchen,RT
7930,PJKathmandu,KlausRmer5,RT
7930,PJKathmandu,FredyFrettchen,RT
7931,HollyGenesis,ukemonde,RT
7931,HollyGenesis,jacksonhinklle,RT
7931,HollyGenesis,McFaul,RT
7931,HollyGenesis,ukemonde,RT
7931,HollyGenesis,jacksonhinklle,RT
7931,HollyGenesis,McFaul,RT
7931,HollyGenesis,ukemonde,RT
7931,HollyGenesis,jacksonhinklle,RT
7931,HollyGenesis,McFaul,RT
7932,HollyGenesis,Ceoff88,RT
7933,Nonejm16,AnonymePatriot,RT
7934,areyouscreening,BielskaOlya,RT
