,Id1,Id2,Interaction
5027,ViejAmarga,Viento_Este,RT
5028,CenewsHuangpin,UkrainianNews24,RT
5029,Akire2Janse,Carmelides,RT
5030,GeorgianP1,Feher_Junior,RT
5032,GBOM_GCHE_lv,RebelSocietyNFT,RT
5033,dekentro,SerDer_Daniels,RT
5035,KapmanAyn,blue_eyedKeti,RT
5036,OfHomoSapiens,intermarium24,RT
5037,icaromagnus,Frostilicus_,RT
5037,icaromagnus,elmundoes,RT
5037,icaromagnus,Frostilicus_,RT
5037,icaromagnus,elmundoes,RT
5038,Ewacg,intermarium24,RT
5039,SibaSergio,TallbarFIN,RT
5041,UKRAINEDOGSCAR1,aNdr0iz,RT
5042,Nicolasriveragz,UkrainianNews24,RT
5043,Goblinoid777,UAarmy_animals,RT
5044,apidlusky,intermarium24,RT
5045,Voevoda_BY,oryxspioenkop,RT
5046,Muziek_Valerius,dustyblackfox,RT
5046,Muziek_Valerius,YouTube,RT
5046,Muziek_Valerius,IcicLaw,RT
5046,Muziek_Valerius,dustyblackfox,RT
5046,Muziek_Valerius,YouTube,RT
5046,Muziek_Valerius,IcicLaw,RT
5046,Muziek_Valerius,dustyblackfox,RT
5046,Muziek_Valerius,YouTube,RT
5046,Muziek_Valerius,IcicLaw,RT
5047,ljaynekeen,intermarium24,RT
5048,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5049,kampfhex,SerDer_Daniels,RT
5050,StitzelTeresa,TallbarFIN,RT
5051,Manan48176326,Rebel44CZ,RT
5052,wildmarshphoto,UAarmy_animals,RT
5053,queeniepng,intermarium24,RT
5054,wildmarshphoto,UAarmy_animals,RT
5055,tm8093,UkrainianNews24,RT
5056,ChristopherZuby,UAarmy_animals,RT
5057,JakeSeattleX19,Rebel44CZ,RT
5058,JakeSeattleX19,Rebel44CZ,RT
5059,AnonymePatriot,intermarium24,RT
5060,JakeSeattleX19,Rebel44CZ,RT
5062,sundar_laxkar,News18India,RT
5062,sundar_laxkar,RajLaveena,RT
5062,sundar_laxkar,News18India,RT
5062,sundar_laxkar,RajLaveena,RT
5063,integritas007,intermarium24,RT
5064,tubegrrl,UAarmy_animals,RT
5065,Watt_Ever_008,UkrainianNews24,RT
5066,r__a__u__l,UAarmy_animals,RT
5067,EduardoNievesS3,SororInimicorum,RT
5069,TimoLempiainen,uarealitynow,RT
5070,PartisanJP,Rebel44CZ,RT
5071,PartisanJP,Rebel44CZ,RT
5072,PartisanJP,Rebel44CZ,RT
5073,PartisanJP,Rebel44CZ,RT
5074,Wmadall,rst_like,RT
5075,helene_turp,AdoptionsUk,RT
5076,DGue22,DGue22,RT
5077,BlueCollarBob30,ConservDad76,RT
5079,Chr_Steven_76,UAarmy_animals,RT
5080,BannClaudia,UAarmy_animals,RT
5081,eimmat2,BlogUkraine,RT
5084,sconnors1969,AntiVataUkrop,RT
5085,Ewacg,oryxspioenkop,RT
5086,braedalibby,nojaydenx,RT
5087,SandroTorotadze,intermarium24,RT
5088,Seahawk3934,Feher_Junior,RT
5089,joeslicklive3,VostokZapad12,RT
5090,kuronekococochi,RTrokhymetsrm,RT
5092,misky_ne,Frostilicus_,RT
5093,KarolRynhart,UKikaski,RT
5094,BlindJustitia,JoeDoge6,RT
5096,apidlusky,Feher_Junior,RT
5097,jeff64314143,AdoptionsUk,RT
5098,breezyshade007,UAarmy_animals,RT
5099,Annuieth,blue_eyedKeti,RT
5100,dianesheldon5,MartinPCostello,RT
5100,dianesheldon5,ABridgen,RT
5100,dianesheldon5,ANTlWEF,RT
5100,dianesheldon5,D,RT
5100,dianesheldon5,MartinPCostello,RT
5100,dianesheldon5,ABridgen,RT
5100,dianesheldon5,ANTlWEF,RT
5100,dianesheldon5,D,RT
5100,dianesheldon5,MartinPCostello,RT
5100,dianesheldon5,ABridgen,RT
5100,dianesheldon5,ANTlWEF,RT
5100,dianesheldon5,D,RT
5100,dianesheldon5,MartinPCostello,RT
5100,dianesheldon5,ABridgen,RT
5100,dianesheldon5,ANTlWEF,RT
5100,dianesheldon5,D,RT
5101,trident410,UAarmy_animals,RT
5102,BannClaudia,UAarmy_animals,RT
5103,Dream97On,Mediavenir,RT
5104,RBellitzia,beverley_kyle,RT
5105,HephaestusAngry,ptimanu44600,RT
5106,RajLaveena,News18India,RT
5106,RajLaveena,RajLaveena,RT
5106,RajLaveena,News18India,RT
5106,RajLaveena,RajLaveena,RT
5107,News18India,RajLaveena,Mention
5108,BrotherLeeLuv,uarealitynow,RT
5109,JDP641669,UAarmy_animals,RT
5110,apidlusky,oryxspioenkop,RT
5111,stephanwinter6,99Bluemarlin,RT
5112,RBellitzia,KorsasErik,RT
5113,BrotherLeeLuv,Seth_Mythrax,RT
5114,jairbrenis,Seth_Mythrax,RT
5115,MikoMleczak,Rebel44CZ,RT
5116,MikoMleczak,Rebel44CZ,RT
5117,MARTIN91559117,intermarium24,RT
5118,NNaranont,oryxspioenkop,RT
5119,Seahawk3934,oryxspioenkop,RT
5120,kazooooya,UkraineNewsLive,RT
5121,superGHO,intermarium24,RT
5122,NNaranont,raging545,RT
5123,ClearBlueSee,UkrainianNews24,RT
5124,jl_jlgh,UAarmy_animals,RT
5125,NNaranont,raging545,RT
5126,Granitberget,UkraineNewsLive,RT
5127,ViejAmarga,Viento_Este,RT
5128,CenewsHuangpin,UkrainianNews24,RT
5129,Akire2Janse,Carmelides,RT
5130,GeorgianP1,Feher_Junior,RT
5132,GBOM_GCHE_lv,RebelSocietyNFT,RT
5133,dekentro,SerDer_Daniels,RT
5135,KapmanAyn,blue_eyedKeti,RT
5136,OfHomoSapiens,intermarium24,RT
5137,icaromagnus,Frostilicus_,RT
5137,icaromagnus,elmundoes,RT
5137,icaromagnus,Frostilicus_,RT
5137,icaromagnus,elmundoes,RT
5138,Ewacg,intermarium24,RT
5139,SibaSergio,TallbarFIN,RT
5141,UKRAINEDOGSCAR1,aNdr0iz,RT
5142,Nicolasriveragz,UkrainianNews24,RT
5143,Goblinoid777,UAarmy_animals,RT
5144,apidlusky,intermarium24,RT
5145,Voevoda_BY,oryxspioenkop,RT
5146,Muziek_Valerius,dustyblackfox,RT
5146,Muziek_Valerius,YouTube,RT
5146,Muziek_Valerius,IcicLaw,RT
5146,Muziek_Valerius,dustyblackfox,RT
5146,Muziek_Valerius,YouTube,RT
5146,Muziek_Valerius,IcicLaw,RT
5146,Muziek_Valerius,dustyblackfox,RT
5146,Muziek_Valerius,YouTube,RT
5146,Muziek_Valerius,IcicLaw,RT
5147,ljaynekeen,intermarium24,RT
5148,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5149,kampfhex,SerDer_Daniels,RT
5150,StitzelTeresa,TallbarFIN,RT
5151,Manan48176326,Rebel44CZ,RT
5152,wildmarshphoto,UAarmy_animals,RT
5153,queeniepng,intermarium24,RT
5154,wildmarshphoto,UAarmy_animals,RT
5155,tm8093,UkrainianNews24,RT
5156,ChristopherZuby,UAarmy_animals,RT
5157,JakeSeattleX19,Rebel44CZ,RT
5158,JakeSeattleX19,Rebel44CZ,RT
5159,AnonymePatriot,intermarium24,RT
5160,JakeSeattleX19,Rebel44CZ,RT
5162,sundar_laxkar,News18India,RT
5162,sundar_laxkar,RajLaveena,RT
5162,sundar_laxkar,News18India,RT
5162,sundar_laxkar,RajLaveena,RT
5163,integritas007,intermarium24,RT
5164,tubegrrl,UAarmy_animals,RT
5165,Watt_Ever_008,UkrainianNews24,RT
5166,r__a__u__l,UAarmy_animals,RT
5167,EduardoNievesS3,SororInimicorum,RT
5169,TimoLempiainen,uarealitynow,RT
5170,PartisanJP,Rebel44CZ,RT
5171,PartisanJP,Rebel44CZ,RT
5172,PartisanJP,Rebel44CZ,RT
5173,PartisanJP,Rebel44CZ,RT
5174,Wmadall,rst_like,RT
5175,helene_turp,AdoptionsUk,RT
5176,DGue22,DGue22,RT
5177,BlueCollarBob30,ConservDad76,RT
5179,Chr_Steven_76,UAarmy_animals,RT
5180,BannClaudia,UAarmy_animals,RT
5181,eimmat2,BlogUkraine,RT
5184,sconnors1969,AntiVataUkrop,RT
5185,Ewacg,oryxspioenkop,RT
5186,braedalibby,nojaydenx,RT
5187,SandroTorotadze,intermarium24,RT
5188,Seahawk3934,Feher_Junior,RT
5189,joeslicklive3,VostokZapad12,RT
5190,kuronekococochi,RTrokhymetsrm,RT
5192,misky_ne,Frostilicus_,RT
5193,KarolRynhart,UKikaski,RT
5194,BlindJustitia,JoeDoge6,RT
5196,apidlusky,Feher_Junior,RT
5197,jeff64314143,AdoptionsUk,RT
5198,breezyshade007,UAarmy_animals,RT
5199,Annuieth,blue_eyedKeti,RT
5200,dianesheldon5,MartinPCostello,RT
5200,dianesheldon5,ABridgen,RT
5200,dianesheldon5,ANTlWEF,RT
5200,dianesheldon5,D,RT
5200,dianesheldon5,MartinPCostello,RT
5200,dianesheldon5,ABridgen,RT
5200,dianesheldon5,ANTlWEF,RT
5200,dianesheldon5,D,RT
5200,dianesheldon5,MartinPCostello,RT
5200,dianesheldon5,ABridgen,RT
5200,dianesheldon5,ANTlWEF,RT
5200,dianesheldon5,D,RT
5200,dianesheldon5,MartinPCostello,RT
5200,dianesheldon5,ABridgen,RT
5200,dianesheldon5,ANTlWEF,RT
5200,dianesheldon5,D,RT
5201,trident410,UAarmy_animals,RT
5202,BannClaudia,UAarmy_animals,RT
5203,Dream97On,Mediavenir,RT
5204,RBellitzia,beverley_kyle,RT
5205,HephaestusAngry,ptimanu44600,RT
5206,RajLaveena,News18India,RT
5206,RajLaveena,RajLaveena,RT
5206,RajLaveena,News18India,RT
5206,RajLaveena,RajLaveena,RT
5207,News18India,RajLaveena,Mention
5208,BrotherLeeLuv,uarealitynow,RT
5209,JDP641669,UAarmy_animals,RT
5210,apidlusky,oryxspioenkop,RT
5211,stephanwinter6,99Bluemarlin,RT
5212,RBellitzia,KorsasErik,RT
5213,BrotherLeeLuv,Seth_Mythrax,RT
5214,jairbrenis,Seth_Mythrax,RT
5215,MikoMleczak,Rebel44CZ,RT
5216,MikoMleczak,Rebel44CZ,RT
5217,MARTIN91559117,intermarium24,RT
5218,NNaranont,oryxspioenkop,RT
5219,Seahawk3934,oryxspioenkop,RT
5220,kazooooya,UkraineNewsLive,RT
5221,superGHO,intermarium24,RT
5222,NNaranont,raging545,RT
5223,ClearBlueSee,UkrainianNews24,RT
5224,jl_jlgh,UAarmy_animals,RT
5225,NNaranont,raging545,RT
5226,Granitberget,UkraineNewsLive,RT
5227,ViejAmarga,Viento_Este,RT
5228,CenewsHuangpin,UkrainianNews24,RT
5229,Akire2Janse,Carmelides,RT
5230,GeorgianP1,Feher_Junior,RT
5232,GBOM_GCHE_lv,RebelSocietyNFT,RT
5233,dekentro,SerDer_Daniels,RT
5235,KapmanAyn,blue_eyedKeti,RT
5236,OfHomoSapiens,intermarium24,RT
5237,icaromagnus,Frostilicus_,RT
5237,icaromagnus,elmundoes,RT
5237,icaromagnus,Frostilicus_,RT
5237,icaromagnus,elmundoes,RT
5238,Ewacg,intermarium24,RT
5239,SibaSergio,TallbarFIN,RT
5241,UKRAINEDOGSCAR1,aNdr0iz,RT
5242,Nicolasriveragz,UkrainianNews24,RT
5243,Goblinoid777,UAarmy_animals,RT
5244,apidlusky,intermarium24,RT
5245,Voevoda_BY,oryxspioenkop,RT
5246,Muziek_Valerius,dustyblackfox,RT
5246,Muziek_Valerius,YouTube,RT
5246,Muziek_Valerius,IcicLaw,RT
5246,Muziek_Valerius,dustyblackfox,RT
5246,Muziek_Valerius,YouTube,RT
5246,Muziek_Valerius,IcicLaw,RT
5246,Muziek_Valerius,dustyblackfox,RT
5246,Muziek_Valerius,YouTube,RT
5246,Muziek_Valerius,IcicLaw,RT
5247,ljaynekeen,intermarium24,RT
5248,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5249,kampfhex,SerDer_Daniels,RT
5250,StitzelTeresa,TallbarFIN,RT
5251,Manan48176326,Rebel44CZ,RT
5252,wildmarshphoto,UAarmy_animals,RT
5253,queeniepng,intermarium24,RT
5254,wildmarshphoto,UAarmy_animals,RT
5255,tm8093,UkrainianNews24,RT
5256,ChristopherZuby,UAarmy_animals,RT
5257,JakeSeattleX19,Rebel44CZ,RT
5258,JakeSeattleX19,Rebel44CZ,RT
5259,AnonymePatriot,intermarium24,RT
5260,JakeSeattleX19,Rebel44CZ,RT
5262,sundar_laxkar,News18India,RT
5262,sundar_laxkar,RajLaveena,RT
5262,sundar_laxkar,News18India,RT
5262,sundar_laxkar,RajLaveena,RT
5263,integritas007,intermarium24,RT
5264,tubegrrl,UAarmy_animals,RT
5265,Watt_Ever_008,UkrainianNews24,RT
5266,r__a__u__l,UAarmy_animals,RT
5267,EduardoNievesS3,SororInimicorum,RT
5269,TimoLempiainen,uarealitynow,RT
5270,PartisanJP,Rebel44CZ,RT
5271,PartisanJP,Rebel44CZ,RT
5272,PartisanJP,Rebel44CZ,RT
5273,PartisanJP,Rebel44CZ,RT
5274,Wmadall,rst_like,RT
5275,helene_turp,AdoptionsUk,RT
5276,DGue22,DGue22,RT
5277,BlueCollarBob30,ConservDad76,RT
5279,Chr_Steven_76,UAarmy_animals,RT
5280,BannClaudia,UAarmy_animals,RT
5281,eimmat2,BlogUkraine,RT
5284,sconnors1969,AntiVataUkrop,RT
5285,Ewacg,oryxspioenkop,RT
5286,braedalibby,nojaydenx,RT
5287,SandroTorotadze,intermarium24,RT
5288,Seahawk3934,Feher_Junior,RT
5289,joeslicklive3,VostokZapad12,RT
5290,kuronekococochi,RTrokhymetsrm,RT
5292,misky_ne,Frostilicus_,RT
5293,KarolRynhart,UKikaski,RT
5294,BlindJustitia,JoeDoge6,RT
5296,apidlusky,Feher_Junior,RT
5297,jeff64314143,AdoptionsUk,RT
5298,breezyshade007,UAarmy_animals,RT
5299,Annuieth,blue_eyedKeti,RT
5300,dianesheldon5,MartinPCostello,RT
5300,dianesheldon5,ABridgen,RT
5300,dianesheldon5,ANTlWEF,RT
5300,dianesheldon5,D,RT
5300,dianesheldon5,MartinPCostello,RT
5300,dianesheldon5,ABridgen,RT
5300,dianesheldon5,ANTlWEF,RT
5300,dianesheldon5,D,RT
5300,dianesheldon5,MartinPCostello,RT
5300,dianesheldon5,ABridgen,RT
5300,dianesheldon5,ANTlWEF,RT
5300,dianesheldon5,D,RT
5300,dianesheldon5,MartinPCostello,RT
5300,dianesheldon5,ABridgen,RT
5300,dianesheldon5,ANTlWEF,RT
5300,dianesheldon5,D,RT
5301,trident410,UAarmy_animals,RT
5302,BannClaudia,UAarmy_animals,RT
5303,Dream97On,Mediavenir,RT
5304,RBellitzia,beverley_kyle,RT
5305,HephaestusAngry,ptimanu44600,RT
5306,RajLaveena,News18India,RT
5306,RajLaveena,RajLaveena,RT
5306,RajLaveena,News18India,RT
5306,RajLaveena,RajLaveena,RT
5307,News18India,RajLaveena,Mention
5308,BrotherLeeLuv,uarealitynow,RT
5309,JDP641669,UAarmy_animals,RT
5310,apidlusky,oryxspioenkop,RT
5311,stephanwinter6,99Bluemarlin,RT
5312,RBellitzia,KorsasErik,RT
5313,BrotherLeeLuv,Seth_Mythrax,RT
5314,jairbrenis,Seth_Mythrax,RT
5315,MikoMleczak,Rebel44CZ,RT
5316,MikoMleczak,Rebel44CZ,RT
5317,MARTIN91559117,intermarium24,RT
5318,NNaranont,oryxspioenkop,RT
5319,Seahawk3934,oryxspioenkop,RT
5320,kazooooya,UkraineNewsLive,RT
5321,superGHO,intermarium24,RT
5322,NNaranont,raging545,RT
5323,ClearBlueSee,UkrainianNews24,RT
5324,jl_jlgh,UAarmy_animals,RT
5325,NNaranont,raging545,RT
5326,Granitberget,UkraineNewsLive,RT
5327,ViejAmarga,Viento_Este,RT
5328,CenewsHuangpin,UkrainianNews24,RT
5329,Akire2Janse,Carmelides,RT
5330,GeorgianP1,Feher_Junior,RT
5332,GBOM_GCHE_lv,RebelSocietyNFT,RT
5333,dekentro,SerDer_Daniels,RT
5335,KapmanAyn,blue_eyedKeti,RT
5336,OfHomoSapiens,intermarium24,RT
5337,icaromagnus,Frostilicus_,RT
5337,icaromagnus,elmundoes,RT
5337,icaromagnus,Frostilicus_,RT
5337,icaromagnus,elmundoes,RT
5338,Ewacg,intermarium24,RT
5339,SibaSergio,TallbarFIN,RT
5341,UKRAINEDOGSCAR1,aNdr0iz,RT
5342,Nicolasriveragz,UkrainianNews24,RT
5343,Goblinoid777,UAarmy_animals,RT
5344,apidlusky,intermarium24,RT
5345,Voevoda_BY,oryxspioenkop,RT
5346,Muziek_Valerius,dustyblackfox,RT
5346,Muziek_Valerius,YouTube,RT
5346,Muziek_Valerius,IcicLaw,RT
5346,Muziek_Valerius,dustyblackfox,RT
5346,Muziek_Valerius,YouTube,RT
5346,Muziek_Valerius,IcicLaw,RT
5346,Muziek_Valerius,dustyblackfox,RT
5346,Muziek_Valerius,YouTube,RT
5346,Muziek_Valerius,IcicLaw,RT
5347,ljaynekeen,intermarium24,RT
5348,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5349,kampfhex,SerDer_Daniels,RT
5350,StitzelTeresa,TallbarFIN,RT
5351,Manan48176326,Rebel44CZ,RT
5352,wildmarshphoto,UAarmy_animals,RT
5353,queeniepng,intermarium24,RT
5354,wildmarshphoto,UAarmy_animals,RT
5355,tm8093,UkrainianNews24,RT
5356,ChristopherZuby,UAarmy_animals,RT
5357,JakeSeattleX19,Rebel44CZ,RT
5358,JakeSeattleX19,Rebel44CZ,RT
5359,AnonymePatriot,intermarium24,RT
5360,JakeSeattleX19,Rebel44CZ,RT
5362,sundar_laxkar,News18India,RT
5362,sundar_laxkar,RajLaveena,RT
5362,sundar_laxkar,News18India,RT
5362,sundar_laxkar,RajLaveena,RT
5363,integritas007,intermarium24,RT
5364,tubegrrl,UAarmy_animals,RT
5365,Watt_Ever_008,UkrainianNews24,RT
5366,r__a__u__l,UAarmy_animals,RT
5367,EduardoNievesS3,SororInimicorum,RT
5369,TimoLempiainen,uarealitynow,RT
5370,PartisanJP,Rebel44CZ,RT
5371,PartisanJP,Rebel44CZ,RT
5372,PartisanJP,Rebel44CZ,RT
5373,PartisanJP,Rebel44CZ,RT
5374,Wmadall,rst_like,RT
5375,helene_turp,AdoptionsUk,RT
5376,DGue22,DGue22,RT
5377,BlueCollarBob30,ConservDad76,RT
5379,Chr_Steven_76,UAarmy_animals,RT
5380,BannClaudia,UAarmy_animals,RT
5381,eimmat2,BlogUkraine,RT
5384,sconnors1969,AntiVataUkrop,RT
5385,Ewacg,oryxspioenkop,RT
5386,braedalibby,nojaydenx,RT
5387,SandroTorotadze,intermarium24,RT
5388,Seahawk3934,Feher_Junior,RT
5389,joeslicklive3,VostokZapad12,RT
5390,kuronekococochi,RTrokhymetsrm,RT
5392,misky_ne,Frostilicus_,RT
5393,KarolRynhart,UKikaski,RT
5394,BlindJustitia,JoeDoge6,RT
5396,apidlusky,Feher_Junior,RT
5397,jeff64314143,AdoptionsUk,RT
5398,breezyshade007,UAarmy_animals,RT
5399,Annuieth,blue_eyedKeti,RT
5400,dianesheldon5,MartinPCostello,RT
5400,dianesheldon5,ABridgen,RT
5400,dianesheldon5,ANTlWEF,RT
5400,dianesheldon5,D,RT
5400,dianesheldon5,MartinPCostello,RT
5400,dianesheldon5,ABridgen,RT
5400,dianesheldon5,ANTlWEF,RT
5400,dianesheldon5,D,RT
5400,dianesheldon5,MartinPCostello,RT
5400,dianesheldon5,ABridgen,RT
5400,dianesheldon5,ANTlWEF,RT
5400,dianesheldon5,D,RT
5400,dianesheldon5,MartinPCostello,RT
5400,dianesheldon5,ABridgen,RT
5400,dianesheldon5,ANTlWEF,RT
5400,dianesheldon5,D,RT
5401,trident410,UAarmy_animals,RT
5402,BannClaudia,UAarmy_animals,RT
5403,Dream97On,Mediavenir,RT
5404,RBellitzia,beverley_kyle,RT
5405,HephaestusAngry,ptimanu44600,RT
5406,RajLaveena,News18India,RT
5406,RajLaveena,RajLaveena,RT
5406,RajLaveena,News18India,RT
5406,RajLaveena,RajLaveena,RT
5407,News18India,RajLaveena,Mention
5408,BrotherLeeLuv,uarealitynow,RT
5409,JDP641669,UAarmy_animals,RT
5410,apidlusky,oryxspioenkop,RT
5411,stephanwinter6,99Bluemarlin,RT
5412,RBellitzia,KorsasErik,RT
5413,BrotherLeeLuv,Seth_Mythrax,RT
5414,jairbrenis,Seth_Mythrax,RT
5415,MikoMleczak,Rebel44CZ,RT
5416,MikoMleczak,Rebel44CZ,RT
5417,MARTIN91559117,intermarium24,RT
5418,NNaranont,oryxspioenkop,RT
5419,Seahawk3934,oryxspioenkop,RT
5420,kazooooya,UkraineNewsLive,RT
5421,superGHO,intermarium24,RT
5422,NNaranont,raging545,RT
5423,ClearBlueSee,UkrainianNews24,RT
5424,jl_jlgh,UAarmy_animals,RT
5425,NNaranont,raging545,RT
5426,Granitberget,UkraineNewsLive,RT
5427,ViejAmarga,Viento_Este,RT
5428,CenewsHuangpin,UkrainianNews24,RT
5429,Akire2Janse,Carmelides,RT
5430,GeorgianP1,Feher_Junior,RT
5432,GBOM_GCHE_lv,RebelSocietyNFT,RT
5433,dekentro,SerDer_Daniels,RT
5435,KapmanAyn,blue_eyedKeti,RT
5436,OfHomoSapiens,intermarium24,RT
5437,icaromagnus,Frostilicus_,RT
5437,icaromagnus,elmundoes,RT
5437,icaromagnus,Frostilicus_,RT
5437,icaromagnus,elmundoes,RT
5438,Ewacg,intermarium24,RT
5439,SibaSergio,TallbarFIN,RT
5441,UKRAINEDOGSCAR1,aNdr0iz,RT
5442,Nicolasriveragz,UkrainianNews24,RT
5443,Goblinoid777,UAarmy_animals,RT
5444,apidlusky,intermarium24,RT
5445,Voevoda_BY,oryxspioenkop,RT
5446,Muziek_Valerius,dustyblackfox,RT
5446,Muziek_Valerius,YouTube,RT
5446,Muziek_Valerius,IcicLaw,RT
5446,Muziek_Valerius,dustyblackfox,RT
5446,Muziek_Valerius,YouTube,RT
5446,Muziek_Valerius,IcicLaw,RT
5446,Muziek_Valerius,dustyblackfox,RT
5446,Muziek_Valerius,YouTube,RT
5446,Muziek_Valerius,IcicLaw,RT
5447,ljaynekeen,intermarium24,RT
5448,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5449,kampfhex,SerDer_Daniels,RT
5450,StitzelTeresa,TallbarFIN,RT
5451,Manan48176326,Rebel44CZ,RT
5452,wildmarshphoto,UAarmy_animals,RT
5453,queeniepng,intermarium24,RT
5454,wildmarshphoto,UAarmy_animals,RT
5455,tm8093,UkrainianNews24,RT
5456,ChristopherZuby,UAarmy_animals,RT
5457,JakeSeattleX19,Rebel44CZ,RT
5458,JakeSeattleX19,Rebel44CZ,RT
5459,AnonymePatriot,intermarium24,RT
5460,JakeSeattleX19,Rebel44CZ,RT
5462,sundar_laxkar,News18India,RT
5462,sundar_laxkar,RajLaveena,RT
5462,sundar_laxkar,News18India,RT
5462,sundar_laxkar,RajLaveena,RT
5463,integritas007,intermarium24,RT
5464,tubegrrl,UAarmy_animals,RT
5465,Watt_Ever_008,UkrainianNews24,RT
5466,r__a__u__l,UAarmy_animals,RT
5467,EduardoNievesS3,SororInimicorum,RT
5469,TimoLempiainen,uarealitynow,RT
5470,PartisanJP,Rebel44CZ,RT
5471,PartisanJP,Rebel44CZ,RT
5472,PartisanJP,Rebel44CZ,RT
5473,PartisanJP,Rebel44CZ,RT
5474,Wmadall,rst_like,RT
5475,helene_turp,AdoptionsUk,RT
5476,DGue22,DGue22,RT
5477,BlueCollarBob30,ConservDad76,RT
5479,Chr_Steven_76,UAarmy_animals,RT
5480,BannClaudia,UAarmy_animals,RT
5481,eimmat2,BlogUkraine,RT
5484,sconnors1969,AntiVataUkrop,RT
5485,Ewacg,oryxspioenkop,RT
5486,braedalibby,nojaydenx,RT
5487,SandroTorotadze,intermarium24,RT
5488,Seahawk3934,Feher_Junior,RT
5489,joeslicklive3,VostokZapad12,RT
5490,kuronekococochi,RTrokhymetsrm,RT
5492,misky_ne,Frostilicus_,RT
5493,KarolRynhart,UKikaski,RT
5494,BlindJustitia,JoeDoge6,RT
5496,apidlusky,Feher_Junior,RT
5497,jeff64314143,AdoptionsUk,RT
5498,breezyshade007,UAarmy_animals,RT
5499,Annuieth,blue_eyedKeti,RT
5500,dianesheldon5,MartinPCostello,RT
5500,dianesheldon5,ABridgen,RT
5500,dianesheldon5,ANTlWEF,RT
5500,dianesheldon5,D,RT
5500,dianesheldon5,MartinPCostello,RT
5500,dianesheldon5,ABridgen,RT
5500,dianesheldon5,ANTlWEF,RT
5500,dianesheldon5,D,RT
5500,dianesheldon5,MartinPCostello,RT
5500,dianesheldon5,ABridgen,RT
5500,dianesheldon5,ANTlWEF,RT
5500,dianesheldon5,D,RT
5500,dianesheldon5,MartinPCostello,RT
5500,dianesheldon5,ABridgen,RT
5500,dianesheldon5,ANTlWEF,RT
5500,dianesheldon5,D,RT
5501,trident410,UAarmy_animals,RT
5502,BannClaudia,UAarmy_animals,RT
5503,Dream97On,Mediavenir,RT
5504,RBellitzia,beverley_kyle,RT
5505,HephaestusAngry,ptimanu44600,RT
5506,RajLaveena,News18India,RT
5506,RajLaveena,RajLaveena,RT
5506,RajLaveena,News18India,RT
5506,RajLaveena,RajLaveena,RT
5507,News18India,RajLaveena,Mention
5508,BrotherLeeLuv,uarealitynow,RT
5509,JDP641669,UAarmy_animals,RT
5510,apidlusky,oryxspioenkop,RT
5511,stephanwinter6,99Bluemarlin,RT
5512,RBellitzia,KorsasErik,RT
5513,BrotherLeeLuv,Seth_Mythrax,RT
5514,jairbrenis,Seth_Mythrax,RT
5515,MikoMleczak,Rebel44CZ,RT
5516,MikoMleczak,Rebel44CZ,RT
5517,MARTIN91559117,intermarium24,RT
5518,NNaranont,oryxspioenkop,RT
5519,Seahawk3934,oryxspioenkop,RT
5520,kazooooya,UkraineNewsLive,RT
5521,superGHO,intermarium24,RT
5522,NNaranont,raging545,RT
5523,ClearBlueSee,UkrainianNews24,RT
5524,jl_jlgh,UAarmy_animals,RT
5525,NNaranont,raging545,RT
5526,Granitberget,UkraineNewsLive,RT
5527,ViejAmarga,Viento_Este,RT
5528,CenewsHuangpin,UkrainianNews24,RT
5529,Akire2Janse,Carmelides,RT
5530,GeorgianP1,Feher_Junior,RT
5532,GBOM_GCHE_lv,RebelSocietyNFT,RT
5533,dekentro,SerDer_Daniels,RT
5535,KapmanAyn,blue_eyedKeti,RT
5536,OfHomoSapiens,intermarium24,RT
5537,icaromagnus,Frostilicus_,RT
5537,icaromagnus,elmundoes,RT
5537,icaromagnus,Frostilicus_,RT
5537,icaromagnus,elmundoes,RT
5538,Ewacg,intermarium24,RT
5539,SibaSergio,TallbarFIN,RT
5541,UKRAINEDOGSCAR1,aNdr0iz,RT
5542,Nicolasriveragz,UkrainianNews24,RT
5543,Goblinoid777,UAarmy_animals,RT
5544,apidlusky,intermarium24,RT
5545,Voevoda_BY,oryxspioenkop,RT
5546,Muziek_Valerius,dustyblackfox,RT
5546,Muziek_Valerius,YouTube,RT
5546,Muziek_Valerius,IcicLaw,RT
5546,Muziek_Valerius,dustyblackfox,RT
5546,Muziek_Valerius,YouTube,RT
5546,Muziek_Valerius,IcicLaw,RT
5546,Muziek_Valerius,dustyblackfox,RT
5546,Muziek_Valerius,YouTube,RT
5546,Muziek_Valerius,IcicLaw,RT
5547,ljaynekeen,intermarium24,RT
5548,fgHUPvPcM4TjCbA,UAarmy_animals,RT
5549,kampfhex,SerDer_Daniels,RT
5550,StitzelTeresa,TallbarFIN,RT
5551,Manan48176326,Rebel44CZ,RT
5552,wildmarshphoto,UAarmy_animals,RT
5553,queeniepng,intermarium24,RT
5554,wildmarshphoto,UAarmy_animals,RT
5555,tm8093,UkrainianNews24,RT
5556,ChristopherZuby,UAarmy_animals,RT
